任务ID,来源,任务类型,任务域,子类,任务名称,任务层级,主验证层,T映射,PA映射,G映射,优先级,任务性质,推荐场景/触发,核心证据,通过判据,典型失败信号,失败优先追因,关联旧场景/备注
GEN-069,新增-v2,GEN,一般性判据,体系校验,一般任务与体系绑定任务可区分,一般,T/PA,T1,PA1,Gm,P1,一般,抽象场景：一般任务与体系绑定任务可区分,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-070,新增-v2,GEN,一般性判据,体系校验,任务库跨体系可迁移,一般,T/PA,T1,PA1,Gm,P1,一般,抽象场景：任务库跨体系可迁移,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-071,新增-v2,GEN,一般性判据,体系校验,证据链字段完备,一般,T/PA,T2,PA5,Gm,P1,一般,抽象场景：证据链字段完备,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-072,新增-v2,GEN,一般性判据,体系校验,概率性不满足必须继续下钻,一般,T/PA,T2/T4,PA8,Gm,P1,一般,抽象场景：概率性不满足必须继续下钻,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-073,新增-v2,GEN,一般性判据,体系校验,长期运行测试覆盖资源与恢复,一般,T/PA,T3,PA2/PA3,Gm,P1,一般,抽象场景：长期运行测试覆盖资源与恢复,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-074,新增-v2,GEN,一般性判据,体系校验,耦合测试同时覆盖输入与输出,一般,T/PA,T5,PA7/PA9,Gm,P1,一般,抽象场景：耦合测试同时覆盖输入与输出,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-075,新增-v2,GEN,一般性判据,体系校验,根因追溯在 effect/真源 层终止条件清晰,一般,T/PA,T2/T3,PA5/PA6,Gm,P1,一般,抽象场景：根因追溯在 effect/真源 层终止条件清晰,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-076,新增-v2,GEN,一般性判据,体系校验,P(s) 的选择有适用域声明,一般,T/PA,T4,PA8,Gm,P1,一般,抽象场景：P(s) 的选择有适用域声明,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-077,新增-v2,GEN,一般性判据,体系校验,合法静息与病态沉寂可区分,一般,T/PA,T3/T4,PA4/PA8,Gm,P1,一般,抽象场景：合法静息与病态沉寂可区分,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-078,新增-v2,GEN,一般性判据,体系校验,工程重放任务与理想主干任务分开统计,一般,T/PA,T2,PA1/PA5,Gm,P1,一般,抽象场景：工程重放任务与理想主干任务分开统计,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-079,新增-v2,GEN,一般性判据,体系校验,汇总矩阵可从单任务自动聚合,一般,T/PA,T1/T2/T3/T4/T5,PA1-PA9,Gm,P1,一般,抽象场景：汇总矩阵可从单任务自动聚合,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
GEN-080,新增-v2,GEN,一般性判据,体系校验,任务库存在边际停止规则,一般,T/PA,T1/T2/T3/T4/T5,PA1-PA9,Gm,P1,一般,抽象场景：任务库存在边际停止规则,目标/公理/要求文档 + 单场景记录 + 汇总矩阵,在适用前提下可形成清晰、无矛盾、可复验的满足性判定。,无法归类、判定冲突、根因链断裂、同一对象双重解释。,上位公理缺口、真源未钉死、终局未定义、P(s) 未声明。,
MAP-001,新增-v2,MAP,映射与桥接,映射,对象-层级映射完备,桥接,PA/G,T1/T2,PA1/PA5,Gm/G0/G1,P0,桥接,对象-层级映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-002,新增-v2,MAP,映射与桥接,映射,状态字段到真源对象映射完备,桥接,PA/G,T2,PA5,G1,P0,桥接,状态字段到真源对象映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-003,新增-v2,MAP,映射与桥接,映射,effect 类别到终局状态映射完备,桥接,PA/G,T3,PA6,G3,P0,桥接,effect 类别到终局状态映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-004,新增-v2,MAP,映射与桥接,映射,可达性任务到 PA7/G5 映射完备,桥接,PA/G,T5,PA7,G5,P1,桥接,可达性任务到 PA7/G5 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-005,新增-v2,MAP,映射与桥接,映射,可作用性任务到 PA9/G5 映射完备,桥接,PA/G,T5,PA9,G5,P1,桥接,可作用性任务到 PA9/G5 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-006,新增-v2,MAP,映射与桥接,映射,恢复类任务到 PA3/PA4/G3 映射完备,桥接,PA/G,T3,PA3/PA4,G3,P1,桥接,恢复类任务到 PA3/PA4/G3 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-007,新增-v2,MAP,映射与桥接,映射,进展类任务到 PA8/G4 映射完备,桥接,PA/G,T4,PA8,G4,P0,桥接,进展类任务到 PA8/G4 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-008,新增-v2,MAP,映射与桥接,映射,有界性任务到 PA2/G3 映射完备,桥接,PA/G,T3,PA2,G3,P0,桥接,有界性任务到 PA2/G3 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-009,新增-v2,MAP,映射与桥接,映射,写合法性任务到 T2/PA5/G1 映射完备,桥接,PA/G,T2,PA5,G1,P0,桥接,写合法性任务到 T2/PA5/G1 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-010,新增-v2,MAP,映射与桥接,映射,世界灾害任务到 T3/T5/G8 映射完备,桥接,PA/G,T3/T5,PA4/PA7/PA9,G8,P1,桥接,世界灾害任务到 T3/T5/G8 映射完备,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-011,新增-v2,MAP,映射与桥接,映射,工程异常任务与理想主干拆分清晰,桥接,PA/G,T2/T3,PA1/PA5/PA6,G7/G8,P1,桥接,工程异常任务与理想主干拆分清晰,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-012,新增-v2,MAP,映射与桥接,映射,ForegroundStack 任务映射到 G2/G6,桥接,PA/G,T2/T3,PA4/PA7,G2/G6,P1,桥接,ForegroundStack 任务映射到 G2/G6,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-013,新增-v2,MAP,映射与桥接,映射,WritebackLedger 任务映射到 G1/G7,桥接,PA/G,T2/T3,PA5/PA6,G1/G7,P1,桥接,WritebackLedger 任务映射到 G1/G7,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-014,新增-v2,MAP,映射与桥接,映射,Obligation 任务映射到 G4/G6,桥接,PA/G,T3/T4,PA6/PA8,G4/G6,P1,桥接,Obligation 任务映射到 G4/G6,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-015,新增-v2,MAP,映射与桥接,映射,Notification 任务映射到 G3/G5/G8,桥接,PA/G,T3/T5,PA6/PA7,G3/G5/G8,P1,桥接,Notification 任务映射到 G3/G5/G8,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-016,新增-v2,MAP,映射与桥接,映射,ActivityInstance 任务映射到 G2/G3/G4,桥接,PA/G,T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,桥接,ActivityInstance 任务映射到 G2/G3/G4,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-017,新增-v2,MAP,映射与桥接,映射,place_id / physical_location 映射清晰,桥接,PA/G,T2/T5,PA1/PA7/PA9,G2/G5,P1,桥接,place_id / physical_location 映射清晰,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-018,新增-v2,MAP,映射与桥接,映射,baseline_attention 与 effective threshold 分离,桥接,PA/G,T2/T4,PA5/PA8,G2/G4,P1,桥接,baseline_attention 与 effective threshold 分离,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-019,新增-v2,MAP,映射与桥接,映射,local/reactive override 适用域映射清晰,桥接,PA/G,T5,PA7/PA9,G5,P1,桥接,local/reactive override 适用域映射清晰,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
MAP-020,新增-v2,MAP,映射与桥接,映射,lease / fencing token 任务映射到 G7,桥接,PA/G,T2/T3,PA5/PA6,G7,P1,桥接,lease / fencing token 任务映射到 G7,映射表、模板文档、体系文档、对象定义,同一对象/任务/证据在层间有唯一、无矛盾的映射路径。,同一任务挂多个互斥条目；同一字段在不同层含义漂移。,层间桥接缺失、概念同名异义、真源与影子状态未分离。,
